code,descr
03.02.06.002-2,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS COM COMPLICAÇÕES SISTÊMICAS
03.02.06.003-0,ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR
03.02.06.004-9,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO
03.02.06.005-7,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS-OPERATÓRIO DE NEUROCIRURGIA
03.02.07.001-0,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO QUEIMADO
03.02.07.002-8,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE QUEIMADO
03.02.07.003-6,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SEQÜELAS POR QUEIMADURAS (MÉDIO E GRANDE QUEIMADOS)
03.03.01.001-0,TRATAMENTO DE DENGUE CLÁSSICA
03.03.01.002-9,TRATAMENTO DE DENGUE HEMORRÁGICA
03.03.01.003-7,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
03.03.01.004-5,TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS
03.03.01.005-3,TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A PROTOZOÁRIOS (B55 A B64)
03.03.01.006-1,TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS
03.03.01.007-0,TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS
03.03.01.008-8,TRATAMENTO DE HANSENÍASE
03.03.01.009-6,TRATAMENTO DE HANTAVIROSE
03.03.01.010-0,TRATAMENTO DE HELMINTÍASES (B65 a B83)
03.03.01.011-8,TRATAMENTO DE HEPATITES VIRAIS
03.03.01.012-6,TRATAMENTO DE INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL (A50 A A64)
03.03.01.013-4,TRATAMENTO DE INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS (B00 A B09)
03.03.01.014-2,TRATAMENTO DE INFECÇÕES VIRAIS DO SISTEMA NERVOSO CENTRAL
03.03.01.015-0,TRATAMENTO DE MALÁRIA
03.03.01.016-9,TRATAMENTO DE MICOSES (B35 A B49)
03.03.01.017-7,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR CLAMÍDIAS(A70 A A74)
03.03.01.018-5,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR ESPIROQUETAS (A65 A A69)
03.03.01.019-3,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS (B25 A B34)
03.03.01.020-7,TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA
03.03.01.021-5,TRATAMENTO DE TUBERCULOSE (A15 a A19)
03.03.01.022-3,TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS COVID 19
03.03.02.001-6,PULSOTERAPIA I (POR APLICACAO)
03.03.02.002-4,PULSOTERAPIA II (POR APLICACAO)
03.03.02.003-2,TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
03.03.02.004-0,TRATAMENTO DE ANEMIA HEMOLITICA
03.03.02.005-9,TRATAMENTO DE ANEMIAS NUTRICIONAIS
03.03.02.006-7,TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS
03.03.02.007-5,TRATAMENTO DE HEMOFILIAS
03.03.02.008-3,TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOIÉTICOS
03.03.03.001-1,TRATAMENTO DA FIBROSE CÍSTICA
03.03.03.002-0,TRATAMENTO DE DESNUTRICAO
03.03.03.003-8,TRATAMENTO DE DIABETES MELLITUS
03.03.03.004-6,TRATAMENTO DE DISTURBIOS METABOLICOS
03.03.03.005-4,TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE
03.03.03.006-2,TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS
03.03.03.008-9,TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA DE REDESIGNAÇÃO SEXUAL NO PROCESSO TRANSEXUALIZADOR
03.03.03.009-7,TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR
03.03.04.001-7,AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS AGUDIZADAS
03.03.04.002-5,INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA
03.03.04.003-3,TRATAMENTO DA MIGRANEA COMPLICADA
03.03.04.004-1,TRATAMENTO CLÍNICO DE ABSCESSO CEREBRAL
03.03.04.005-0,TRATAMENTO CLINICO DE COREIA AGUDA
03.03.04.006-8,TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA
03.03.04.007-6,TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL
03.03.04.008-4,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU LEVE)
03.03.04.009-2,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU MÉDIO)
03.03.04.010-6,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE
03.03.04.011-4,TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR
03.03.04.012-2,TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL
03.03.04.013-0,TRATAMENTO CLÍNICO DAS MIELITES / MIELOPATIAS
03.03.04.014-9,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
03.03.04.015-7,TRATAMENTO DE COMPLICAÇÕES DA HIDROCEFALIA
03.03.04.016-5,TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
03.03.04.017-3,TRATAMENTO DE DISTROFIAS MUSCULARES
03.03.04.018-1,TRATAMENTO DE DOENCA DE PARKINSON
03.03.04.019-0,TRATAMENTO DE DOENÇA DOS NEURÔNIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS
03.03.04.020-3,TRATAMENTO DE DOENÇAS NEURO-DEGENERATIVAS
03.03.04.021-1,TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA
03.03.04.022-0,TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA
03.03.04.023-8,TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESÃO DA MEDULA ESPINHAL
03.03.04.024-6,TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES
03.03.04.025-4,TRATAMENTO DE MIASTENIA GRAVE
03.03.04.026-2,TRATAMENTO DE POLINEUROPATIAS
03.03.04.027-0,TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA
03.03.04.028-9,TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA
03.03.04.029-7,TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL
03.03.04.030-0,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO
03.03.05.001-2,ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA
03.03.05.002-0,EXERCICIOS ORTOPTICOS
03.03.05.003-9,TRATAMENTO OFTALMOLÒGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1ª LINHA )
03.03.05.004-7,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2ª LINHA)
03.03.05.005-5,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ª LINHA)
03.03.05.006-3,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA MONOCULAR (1ª LINHA )
03.03.05.007-1,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2ª LINHA)
03.03.05.008-0,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3ª LINHA)
03.03.05.009-8,TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE ACETAZOLAMIDA MONOCULAR OU BINOCULAR
03.03.05.010-1,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA MONOCULAR
03.03.05.011-0,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA BINOCULAR
03.03.05.013-6,TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS
03.03.05.014-4,TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS DE ORIGEM INFECCIOSA
03.03.05.015-2,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - MONOCULAR
03.03.05.016-0,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - BINOCULAR
03.03.05.017-9,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
03.03.05.018-7,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
03.03.05.019-5,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
03.03.05.020-9,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
03.03.05.021-7,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS
03.03.05.022-5,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS
03.03.05.023-3,TRATAMENTO MEDICAMENTOSO DA DOENÇA DA RETINA
03.03.06.001-8,TRATAMENTO DE ANEURISMA DA AORTA
03.03.06.002-6,TRATAMENTO DE ARRITMIAS
03.03.06.003-4,TRATAMENTO DE CARDIOPATIA HIPERTROFICA
03.03.06.004-2,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
03.03.06.005-0,TRATAMENTO DE CHOQUE ANAFILATICO
03.03.06.006-9,TRATAMENTO DE CHOQUE CARDIOGENICO
03.03.06.007-7,TRATAMENTO DE CHOQUE HIPOVOLEMICO
03.03.06.008-5,TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA
03.03.06.009-3,TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES
03.03.06.010-7,TRATAMENTO DE CRISE HIPERTENSIVA
03.03.06.011-5,TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO
03.03.06.012-3,TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
03.03.06.013-1,TRATAMENTO DE EDEMA AGUDO DE PULMAO
03.03.06.014-0,TRATAMENTO DE EMBOLIA PULMONAR
03.03.06.015-8,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR
03.03.06.016-6,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
03.03.06.017-4,TRATAMENTO DE HIPERTENSAO PULMONAR
03.03.06.018-2,TRATAMENTO DE HIPERTENSAO SECUNDARIA
03.03.06.019-0,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
03.03.06.020-4,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA
03.03.06.021-2,TRATAMENTO DE INSUFICIENCIA CARDIACA
03.03.06.022-0,TRATAMENTO DE LINFADENITES INESPECIFICAS
03.03.06.023-9,TRATAMENTO DE MIOCARDIOPATIAS
03.03.06.024-7,TRATAMENTO DE OUTRAS VASCULOPATIAS
03.03.06.025-5,TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
03.03.06.026-3,TRATAMENTO DE PE DIABETICO COMPLICADO
03.03.06.027-1,TRATAMENTO DE PERICARDITE
03.03.06.028-0,TRATAMENTO DE SINDROME CORONARIANA AGUDA
03.03.06.029-8,TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
03.03.06.030-1,TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA
03.03.07.001-3,DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)
03.03.07.002-1,HEMOPERFUSAO
03.03.07.003-0,REMOÇÃO MANUAL DE FECALOMA
03.03.07.004-8,RETIRADA DE CORPO ESTRANHO DO ESOFAGO
03.03.07.005-6,RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
03.03.07.006-4,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
03.03.07.007-2,TRATAMENTO DE DOENCAS DO FIGADO
03.03.07.008-0,TRATAMENTO DE DOENCAS DO PERITONIO
03.03.07.009-9,TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
03.03.07.010-2,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
03.03.07.011-0,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
03.03.07.012-9,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
03.03.07.013-7,TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA
03.03.08.001-9,CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES
03.03.08.002-7,DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)
03.03.08.003-5,ESFOLIACAO QUIMICA
03.03.08.004-3,TRATAMENTO DE AFECCOES BOLHOSAS
03.03.08.005-1,TRATAMENTO DE DERMATITES E ECZEMAS
03.03.08.006-0,TRATAMENTO DE ESTAFILOCOCCIAS
03.03.08.007-8,TRATAMENTO DE ESTREPTOCOCCIAS
03.03.08.008-6,TRATAMENTO DE FARMACODERMIAS
03.03.08.009-4,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO
03.03.08.010-8,FOTOTERAPIA (POR SESSÃO)
03.03.08.011-6,FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)
03.03.09.001-4,ARTROCENTESE DE GRANDES ARTICULACOES
03.03.09.002-2,ARTROCENTESE DE PEQUENAS ARTICULACOES
03.03.09.003-0,INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)
03.03.09.004-9,INSTALACAO DE TRACAO CUTANEA
03.03.09.007-3,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR
03.03.09.008-1,REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL
03.03.09.009-0,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR
03.03.09.011-1,REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL
03.03.09.012-0,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)
03.03.09.013-8,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE
03.03.09.014-6,TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS
03.03.09.015-4,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA
03.03.09.016-2,TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO
03.03.09.017-0,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE
03.03.09.018-9,TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO
03.03.09.019-7,TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS
03.03.09.020-0,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO
03.03.09.021-9,TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO
03.03.09.022-7,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO
03.03.09.023-5,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE
03.03.09.024-3,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO
03.03.09.025-1,TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO
03.03.09.026-0,TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS
03.03.09.028-6,TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO
03.03.09.029-4,TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS
03.03.09.031-6,TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
03.03.10.001-0,TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO
03.03.10.002-8,TRATAMENTO DE ECLAMPSIA
03.03.10.003-6,TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO
03.03.10.004-4,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
03.03.10.005-2,TRATAMENTO DE MOLA HIDATIFORME
03.03.11.001-5,TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR
03.03.11.002-3,TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE
03.03.11.003-1,TRATAMENTO DE ESPINHA BIFIDA
03.03.11.004-0,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO
03.03.11.005-8,TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA
03.03.11.006-6,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO
03.03.11.007-4,TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS
03.03.11.008-2,TRATAMENTO DE NEUROFIBROMATOSE
03.03.11.009-0,TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO
03.03.11.010-4,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
03.03.11.011-2,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO
03.03.12.003-7,TRATAMENTO DE HIPERTIROIDISMO
03.03.12.004-5,TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)
03.03.12.005-3,TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)
03.03.12.006-1,TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)
03.03.12.007-0,TRATAMENTO DE HIPERTIREOIDISMO GRAVES
03.03.13.001-6,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS
03.03.13.002-4,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES
03.03.13.003-2,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS
03.03.13.004-0,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS
03.03.13.005-9,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS
03.03.13.006-7,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS
03.03.13.007-5,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO
03.03.13.008-3,TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE
03.03.14.001-1,LAVAGEM NASAL PELO METODO DE PROETZ (POR SESSAO)
03.03.14.002-0,TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES
03.03.14.003-8,TRATAMENTO DAS AFECCOES NECROTICAS E SUPURATIVAS DAS VIAS AEREAS INFERIORES
03.03.14.004-6,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES
03.03.14.005-4,TRATAMENTO DAS DOENCAS PULMONARES DEVIDO A AGENTES EXTERNOS
03.03.14.006-2,TRATAMENTO DE CARDIOPATIA PULMONAR NAO ESPECIFICADA (COR PULMONALE)
03.03.14.007-0,TRATAMENTO DE DOENCA DO OUVIDO EXTERNO MEDIO E DA MASTOIDE
03.03.14.008-9,TRATAMENTO DE DOENCAS RESPIRATORIAS QUE AFETAM PRINCIPALMENTE O INTERSTICIO
03.03.14.009-7,TRATAMENTO DE HEMORRAGIAS DAS VIAS RESPIRATORIAS
03.03.14.010-0,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES
03.03.14.011-9,TRATAMENTO DE OUTRAS DOENCAS DA PLEURA
03.03.14.012-7,TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES
03.03.14.013-5,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO RESPIRATORIO
03.03.14.014-3,TRATAMENTO DE OUTRAS INFECCOES AGUDAS DAS VIAS AEREAS INFERIORES
03.03.14.015-1,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE)
03.03.15.001-7,TRATAMENTO DE DOENCAS DOS ORGAOS GENITAIS MASCULINOS
03.03.15.002-5,TRATAMENTO DE DOENCAS GLOMERULARES
03.03.15.003-3,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS
03.03.15.004-1,TRATAMENTO DE DOENCAS RENAIS TUBULO-INTERSTICIAIS
03.03.15.005-0,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO
03.03.15.006-8,TRATAMENTO DE OUTROS TRANSTORNOS DO RIM E DO URETER
03.03.16.001-2,TRATAMENTO DE ENTERITE NECROSANTE DO FETO E DO RECEM-NASCIDO
03.03.16.002-0,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL
03.03.16.003-9,TRATAMENTO DE OUTROS TRANSTORNOS ORIGINADOS NO PERIODO PERINATAL
03.03.16.004-7,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO
03.03.16.005-5,TRATAMENTO DE TRANSTORNOS RELACIONADOS C/ A DURACAO DA GESTACAO E C/ O CRESCIMENTO FETAL
03.03.16.006-3,TRATAMENTO DE TRANSTORNOS RESPIRATORIOS E CARDIOVASCULARES ESPECIFICOS DO PERIODO NEONATAL
03.03.16.007-1,TRATAMENTO DE TRAUMATISMO DE PARTO NO NEONATO
03.03.17.009-3,TRATAMENTO EM PSIQUIATRIA (POR DIA)
03.03.17.010-7,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA
03.03.17.013-1,TRATAMENTO CLÍNICO EM SAÚDE MENTAL EM SITUAÇÃO DE RISCO ELEVADO DE SUICÍDIO.
03.03.17.014-0,TRATAMENTO CLÍNICO PARA CONTENÇÃO DE COMPORTAMENTO DESORGANIZADO E/OU DISRUPTIVO
03.03.17.015-8,TRATAMENTO CLÍNICO PARA AVALIAÇÃO DIAGNÓSTICA E ADEQUAÇÃO TERAPÊUTICA, INCLUINDO NECESSIDADES DE SAÚDE DECORRENTES DO USO DE ÁLCOOL E OUTRAS DROGAS
03.03.17.016-6,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE ÁLCOOL
03.03.17.017-4,TRATAMENTO CLÍNICO DE TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DE CRACK.
03.03.17.018-2,TRATAMENTO CLÍNICO DOS TRANSTORNOS MENTAIS E COMPORTAMENTAIS DEVIDO AO USO DAS DEMAIS DROGAS E/OU OUTRAS SUBSTÂNCIAS PSICOATIVAS
03.03.17.019-0,TRATAMENTO EM PSIQUIATRIA DE CURTA PERMANENCIA POR DIA (PERMANENCIA ATÉ 90 DIAS)
03.03.17.020-4,TRATAMENTO EM PSIQUIATRIA POR DIA (COM DURAÇÃO SUPERIOR A 90 DIAS DE INTERNAÇÃO OU REINTERNAÇÃO ANTES DE 30 DIAS)
03.03.18.001-3,TRATAMENTO DE AFECÇÕES ASSOCIADAS AO HIV/AIDS
03.03.18.003-0,TRATAMENTO DE AFECÇÕES DO APARELHO DIGESTIVO EM HIV/AIDS
03.03.18.004-8,TRATAMENTO DE AFECÇÕES DO SISTEMA NERVOSO EM HIV/AIDS
03.03.18.005-6,TRATAMENTO DE AFECÇÕES DO SISTEMA RESPIRATÓRIO EM HIV/AIDS
03.03.18.006-4,TRATAMENTO DE DOENÇAS DISSEMINADAS EM AIDS
03.03.18.007-2,TRATAMENTO DE HIV / AIDS
03.03.19.001-9,TRATAMENTO EM REABILITACAO
03.04.01.011-1,INTERNACAO P/ RADIOTERAPIA EXTERNA (COBALTOTERAPIA / ACELERADOR LINEAR)
03.04.01.017-0,NARCOSE DE CRIANÇA (POR PROCEDIMENTO)
03.04.01.034-0,NARCOSE PARA BRAQUITERAPIA (POR PROCEDIMENTO)
03.04.01.035-9,INTERNAÇÃO PARA RADIOTERAPIA ESTEREOTÁXICA DO SISTEMA NERVOSO CENTRAL
03.04.01.036-7,RADIOTERAPIA DE CABEÇA E PESCOÇO
03.04.01.037-5,RADIOTERAPIA DO APARELHO DIGESTIVO
03.04.01.038-3,RADIOTERAPIA DE TRAQUEIA, BRÔNQUIO, PULMÃO, PLEURA E MEDIASTINO
03.04.01.039-1,RADIOTERAPIA DE OSSOS/CARTILAGENS/PARTES MOLES
03.04.01.040-5,RADIOTERAPIA DE PELE
03.04.01.041-3,RADIOTERAPIA DE MAMA
03.04.01.042-1,RADIOTERAPIA DE CÂNCER GINECOLÓGICO
03.04.01.043-0,BRAQUITERAPIA GINECOLÓGICA
03.04.01.044-8,RADIOTERAPIA DE PÊNIS
03.04.01.045-6,RADIOTERAPIA DE PRÓSTATA
03.04.01.046-4,BRAQUITERAPIA DE PRÓSTATA
03.04.01.047-2,RADIOTERAPIA DO APARELHO URINÁRIO
03.04.01.048-0,RADIOTERAPIA DE OLHOS E ANEXOS
03.04.01.049-9,BRAQUITERAPIA OFTÁLMICA
03.04.01.050-2,RADIOTERAPIA DE SISTEMA NERVOSO CENTRAL
03.04.01.051-0,RADIOTERAPIA ESTEREOTÁXICA
03.04.01.052-9,RADIOTERAPIA DE METÁSTASE EM SISTEMA NERVOSO CENTRAL
